Período;Nº de acionamentos do Serviço de Helicópteros de Emergência Médica (SHEM);Nº de acionamentos das Viaturas Médica de Emergência e Reanimação (VMER);Nº de acionamentos de Ambulâncias de Transporte Inter-Hospitalar Pediátrico (TIP);Nº de acionamentos das Ambulâncias de Suporte Imediato de Vida (SIV);Nº de acionamentos das Ambulâncias de Emergência Médica (AEM);Nº de acionamentos dos Motociclos de Emergência Médica (MEM);Nº de acionamentos das Unidade Móvel de Intervenção Psicológica de Emergência (UMIPE);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos de Emergência Médica (PEM);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos Reserva (RES);Nº de acionamentos das Ambulâncias sedeadas em Postos Não INEM (NINEM)
2016-11-12;5;267;6;105;494;0;5;1914;478;101
2016-11-14;5;249;2;97;427;29;1;2075;490;120
2016-12-02;2;299;6;118;486;37;1;2268;548;148
2016-12-03;2;270;5;109;472;0;0;2005;466;107
2016-12-06;0;267;4;102;487;29;0;2237;538;148
2016-12-15;3;259;5;93;483;26;0;2143;564;133
2016-12-18;4;288;6;131;481;0;2;2335;544;93
2016-12-21;5;286;6;110;447;30;0;2204;541;122
2016-12-26;5;302;4;130;480;12;3;2539;638;168
2016-12-31;3;311;4;98;437;1;1;2182;524;101
2017-01-02;2;344;6;122;548;26;3;2531;598;141
2017-01-08;1;272;7;126;450;0;0;2164;553;111
2017-01-14;2;285;3;111;455;0;1;1987;505;97
2017-01-17;2;299;2;118;447;26;0;2141;504;123
2017-01-31;1;302;3;116;478;16;1;2194;504;118
2017-02-04;1;265;1;94;460;0;1;1926;471;103
2017-02-06;0;261;12;132;480;19;0;2225;561;143
2017-02-15;2;254;6;108;483;22;1;2111;516;110
2017-02-17;1;261;3;97;459;28;1;2101;530;156
2017-02-18;4;255;5;114;434;0;2;1864;399;106
2017-02-19;0;285;2;92;494;0;0;1937;451;100
2017-02-20;2;288;1;105;452;28;1;2153;519;151
2017-02-24;3;259;6;96;458;37;1;2027;458;140
2017-03-13;0;239;3;91;425;22;0;2056;499;112
2017-03-20;2;245;3;98;482;20;3;1947;534;121
2017-03-25;2;260;2;94;422;0;1;1704;419;102
2017-03-30;3;257;4;89;453;22;0;2005;463;126
2017-04-08;3;272;1;89;421;0;1;1940;518;110
2017-04-13;3;238;3;91;426;24;0;1867;426;110
2017-04-15;4;234;5;93;430;0;0;1933;471;106
2017-04-17;1;251;7;99;432;23;1;1904;444;129
2017-04-18;4;204;6;95;435;25;1;1877;404;133
2017-05-05;0;225;1;87;402;24;1;1923;402;155
2017-05-07;4;237;3;97;482;0;2;1901;475;94
2017-05-10;1;241;5;99;454;22;1;1875;420;138
2017-05-22;5;262;4;98;457;33;0;2118;481;148
2017-06-01;2;211;3;76;450;21;1;1947;408;130
2017-06-07;4;237;1;90;435;37;1;2018;405;140
2017-06-09;0;273;2;97;452;33;0;2059;432;140
2017-06-12;1;285;2;104;490;28;2;2225;529;146
2017-06-17;4;264;2;115;462;0;2;2297;502;124
2017-06-25;0;229;4;86;419;0;0;1880;434;101
2017-07-01;8;190;4;76;404;2;2;1783;401;90
2017-07-03;7;223;5;88;450;23;1;2183;480;144
2017-07-17;2;214;4;101;430;32;0;2137;467;132
2017-07-23;4;210;4;103;434;8;0;2003;455;97
2017-07-27;3;207;4;99;424;29;1;2080;471;119
2017-08-05;5;253;4;91;413;11;0;2091;490;114
2017-08-19;2;232;2;82;426;5;0;2075;465;88
2017-08-21;3;255;3;75;450;29;0;2240;517;147
2017-08-24;6;201;3;78;436;37;1;2026;481;108
2017-09-07;3;238;3;84;467;36;1;1998;458;127
2017-09-09;1;246;0;83;441;6;2;2011;446;104
2017-09-13;4;237;3;91;428;24;0;1959;472;115
2017-09-23;4;236;4;104;417;5;1;2002;498;123
2017-09-27;2;245;6;85;476;33;0;2068;525;148
2017-10-12;2;260;3;100;462;25;1;2200;498;133
2017-10-15;6;244;3;100;456;0;3;2069;522;129
2017-10-20;4;270;3;88;448;22;1;2230;489;150
2017-11-06;3;244;5;97;419;33;0;2303;542;166
2017-11-08;3;241;5;95;408;32;0;1978;482;137
2017-11-09;6;240;4;89;415;34;0;2225;510;148
2017-11-12;2;263;2;95;457;0;2;2056;504;84
2017-11-15;4;244;2;99;459;32;1;2101;465;146
2017-11-18;2;291;1;100;470;0;0;2172;520;129
2017-11-19;3;257;0;102;471;0;1;2068;515;127
2017-11-20;6;271;1;113;499;21;2;2397;532;164
2017-11-21;1;257;2;107;459;19;3;2230;496;154
2017-12-15;2;279;9;100;499;29;3;2342;490;154
2018-01-01;3;312;5;133;598;7;1;2628;690;190
2018-01-03;0;280;5;110;476;18;5;2551;642;163
2018-01-04;1;262;7;75;471;31;1;2443;545;164
2018-01-17;3;292;5;118;471;38;5;2606;523;124
2018-02-03;6;314;4;96;458;0;1;2224;465;110
2018-02-05;0;292;7;106;494;34;2;2491;457;123
2018-02-09;3;279;7;115;487;47;2;2488;462;159
2018-02-16;4;303;4;117;498;27;3;2625;517;140
2018-02-28;0;326;6;105;461;17;7;2363;440;141
2016-11-15;3;265;2;93;466;40;0;1979;488;127
2016-11-21;3;273;4;110;497;32;2;2208;523;135
2016-11-22;3;250;2;105;466;23;0;2061;503;95
2016-11-27;2;287;1;103;510;0;2;2106;527;93
2016-12-08;2;254;5;108;473;0;0;1898;455;117
2016-12-19;5;298;4;102;521;35;3;2365;586;146
2016-12-20;3;314;3;118;527;36;1;2266;545;130
2016-12-23;3;294;11;105;497;29;2;2430;573;154
2016-12-27;4;301;9;107;517;27;4;2410;650;158
2016-12-30;2;275;6;131;454;21;2;2334;565;116
2017-01-06;2;310;4;127;487;28;4;2400;546;125
2017-01-11;1;284;0;129;498;24;3;2359;547;135
2017-01-15;1;289;8;126;432;0;0;2104;510;108
2017-01-25;4;293;5;95;447;22;2;2164;518;144
2017-01-30;1;274;3;101;505;33;0;2352;597;123
2017-02-07;1;264;8;96;445;20;1;2042;492;139
2017-02-08;1;250;2;75;443;31;1;2017;475;114
2017-02-13;3;296;4;116;449;17;1;2201;549;131
2017-03-07;1;233;4;97;449;28;1;2010;450;134
2017-03-10;4;258;4;91;482;32;4;2135;532;139
2017-03-11;2;246;6;104;464;0;1;1897;474;108
2017-04-02;1;249;1;100;441;0;0;1984;458;113
2017-04-05;1;269;2;75;442;38;3;1963;465;121
2017-04-11;2;239;5;91;432;41;1;1883;472;151
2017-04-14;6;221;2;110;408;0;1;1793;390;83
2017-04-21;2;230;2;95;431;22;0;1968;449;150
2017-04-26;2;210;4;95;420;29;0;1908;409;139
2017-04-29;4;232;3;86;410;0;0;1841;402;102
2017-05-01;5;254;3;100;425;0;1;1732;414;93
2017-05-02;2;239;2;87;442;33;1;2070;481;141
2017-05-03;4;235;4;95;435;30;1;2016;433;140
2017-05-06;4;247;1;100;448;0;0;1933;490;117
2017-05-08;4;249;4;85;469;21;1;2196;453;160
2017-05-11;7;219;4;91;414;16;2;1882;451;123
2017-05-13;4;245;1;88;403;0;1;1886;435;121
2017-05-19;0;216;1;69;448;28;0;1941;443;170
2017-05-21;3;253;2;102;444;0;1;1985;438;108
2017-05-23;4;227;2;88;460;28;1;2194;490;123
2017-05-25;6;243;2;96;467;23;0;2196;495;162
2017-05-27;2;226;6;104;473;0;1;1922;482;91
2017-05-28;2;232;2;98;427;0;1;1852;432;123
2017-06-02;1;230;9;89;459;31;3;2041;471;139
2017-06-04;0;223;2;90;426;0;0;1821;413;70
2017-06-05;2;212;1;79;424;29;0;1993;482;148
2017-06-21;2;253;4;111;493;28;0;2135;461;163
2017-06-26;1;222;0;82;433;19;0;2001;447;130
2017-06-27;4;209;5;83;422;27;0;1897;429;141
2017-07-04;2;252;1;90;429;27;3;1999;425;144
2017-07-09;5;186;0;85;408;1;0;1934;429;105
2017-07-10;1;212;3;73;457;44;1;2024;482;131
2017-07-12;2;220;5;84;472;26;2;2043;438;122
2017-07-14;2;250;4;96;449;25;1;2061;462;137
2017-07-15;3;214;1;89;396;5;0;1956;434;114
2017-07-19;3;202;1;76;438;27;0;1989;428;117
2017-07-30;3;224;1;81;387;10;4;1984;458;76
2017-08-06;3;240;1;103;425;8;1;2030;527;99
2017-08-07;2;240;10;91;440;28;1;2117;447;125
2017-08-09;4;227;1;98;449;47;1;1991;437;117
2017-08-11;4;235;1;95;498;30;1;2144;444;132
2017-08-16;3;215;4;89;422;35;3;2040;457;112
2017-08-26;4;243;0;84;390;5;1;2091;465;92
2017-08-29;2;207;6;85;386;23;0;1826;400;94
2017-08-31;2;203;5;87;413;28;1;1850;444;114
2017-09-02;0;226;5;105;412;6;1;2019;451;109
2017-09-15;3;221;4;80;452;29;0;1869;472;130
2017-09-18;2;223;4;92;457;39;0;1978;464;131
2017-09-24;1;261;4;96;436;3;0;1923;512;85
2017-10-02;1;301;6;99;463;29;0;2458;557;183
2017-10-04;3;250;7;90;444;23;2;2076;484;140
2017-10-06;6;228;9;99;480;29;1;2238;519;168
2017-10-10;6;233;7;102;456;33;2;2020;453;122
2017-10-19;3;231;2;101;435;22;2;2047;463;138
2017-10-23;1;277;2;91;455;20;1;2168;494;140
2017-11-11;2;270;2;94;475;0;0;2085;546;141
2017-11-13;4;285;2;109;478;34;3;2210;553;186
2017-11-24;1;267;2;79;436;28;1;2268;520;186
2017-11-26;3;226;6;99;431;0;2;1991;442;111
2017-12-03;6;259;4;108;410;0;0;2129;471;142
2017-12-07;2;277;4;111;434;21;1;2342;527;162
2017-12-08;0;278;10;103;433;0;0;2263;512;141
2017-12-14;0;283;7;94;441;17;2;2368;557;174
2017-12-17;3;259;3;108;463;0;1;2201;474;133
2017-12-18;1;282;5;105;462;39;1;2314;511;169
2017-12-31;3;259;7;105;449;4;2;2205;478;88
2018-01-06;3;303;4;108;409;0;2;2219;479;98
2018-01-12;1;297;9;108;492;30;3;2258;495;154
2018-01-20;2;278;3;100;438;0;1;2466;477;131
2018-01-28;4;287;2;99;482;0;4;2244;436;104
2018-02-06;0;288;9;107;476;36;4;2364;489;159
2018-02-14;3;298;4;118;478;31;2;2518;473;156
2018-02-15;1;306;4;110;511;37;3;2589;497;151
2018-02-19;6;304;9;116;487;31;5;2640;482;134
2016-11-09;1;222;10;98;432;28;0;1809;403;117
2016-11-13;0;254;2;86;441;0;0;1949;483;91
2016-11-16;1;270;7;112;457;34;1;1991;494;128
2016-11-23;6;278;11;88;506;30;2;2077;485;139
2016-11-24;4;253;6;115;474;11;1;2067;496;116
2016-11-26;2;291;1;116;522;0;0;2103;496;108
2016-12-10;3;275;7;109;493;0;2;2131;564;82
2016-12-17;6;300;4;113;501;0;0;2373;590;127
2016-12-22;3;267;6;117;462;33;1;2314;582;135
2016-12-25;1;298;5;121;474;0;1;2278;487;93
2016-12-29;4;320;2;109;483;41;2;2456;586;125
2017-01-03;5;304;4;144;529;34;1;2634;642;153
2017-01-13;4;293;5;103;462;28;1;2154;525;142
2017-01-21;6;316;10;138;479;0;2;2225;536;74
2017-01-24;0;315;2;92;452;27;1;2232;531;133
2017-01-27;1;281;1;103;479;15;1;2213;525;123
2017-01-28;3;296;1;127;485;0;0;2153;495;134
2017-01-29;;274;4;112;498;0;2;2052;503;97
2017-02-01;2;302;4;98;454;21;1;2278;490;128
2017-02-03;1;260;2;109;437;18;0;2002;456;125
2017-02-14;2;237;7;80;421;25;1;1948;433;140
2017-02-22;3;248;5;81;443;26;2;2126;455;116
2017-02-25;3;230;6;93;456;0;0;1908;475;88
2017-02-27;4;220;1;72;443;19;0;1991;485;119
2017-03-03;3;219;5;94;430;13;0;1846;422;105
2017-03-05;2;257;3;97;431;0;0;1900;396;101
2017-03-12;3;236;1;82;429;0;2;1787;456;99
2017-03-18;1;267;1;83;443;0;0;1979;475;128
2017-03-21;2;236;1;90;411;26;1;1885;453;106
2017-03-24;2;249;5;96;436;23;2;2021;473;131
2017-03-27;1;269;5;85;458;28;1;2117;484;136
2017-03-31;3;254;4;99;430;35;0;2016;477;142
2017-04-01;0;225;0;87;443;0;1;1995;434;102
2017-04-03;0;246;6;95;427;30;2;2175;476;118
2017-04-16;2;220;1;99;406;0;1;1907;394;73
2017-04-19;3;225;2;94;444;33;0;1902;421;136
2017-04-27;0;227;3;73;424;41;0;1865;412;134
2017-04-28;2;226;2;94;445;29;0;2047;440;153
2017-04-30;2;218;1;102;405;0;0;1803;427;92
2017-05-09;3;275;7;85;469;22;0;1989;445;129
2017-05-12;4;224;5;96;430;20;2;1742;404;97
2017-05-14;4;264;2;77;423;0;0;1899;423;122
2017-05-15;2;248;6;105;452;30;2;2210;505;173
2017-05-18;5;192;4;74;449;30;0;1906;489;135
2017-05-29;4;241;5;88;478;26;0;2228;474;145
2017-05-31;2;220;3;80;457;33;0;1931;454;140
2017-06-06;3;198;6;91;455;25;0;1945;413;156
2017-06-10;5;238;3;96;424;0;0;1989;486;115
2017-06-14;2;252;5;87;437;28;3;2030;451;153
2017-06-15;3;184;3;90;445;0;0;1922;433;106
2017-06-20;3;260;1;91;448;39;0;2115;496;157
2017-06-24;3;253;2;91;515;0;3;2117;494;128
2017-06-28;2;207;0;67;426;22;0;1824;411;139
2017-06-30;6;199;5;75;430;19;1;1826;408;103
2017-07-05;4;230;6;73;403;32;0;1860;443;107
2017-07-06;0;192;2;77;411;29;0;1861;455;121
2017-07-08;0;238;6;95;411;5;1;1917;454;116
2017-07-11;3;211;4;75;452;33;1;1955;423;120
2017-07-20;3;213;7;82;402;28;1;1939;398;96
2017-07-24;4;240;7;95;418;30;3;2037;480;152
2017-07-31;5;257;3;94;425;33;1;2061;441;122
2017-08-01;3;208;4;88;414;27;0;1931;454;141
2017-08-04;2;246;6;97;431;28;2;2115;471;146
2017-08-13;4;221;1;101;400;7;2;2123;521;102
2017-08-14;6;233;6;87;457;28;2;2252;435;113
2017-08-17;3;212;4;94;446;29;1;2085;458;109
2017-08-23;4;214;4;93;410;27;2;2000;452;117
2017-08-30;3;204;5;72;404;26;0;1778;388;98
2017-09-01;5;237;1;91;401;23;2;1894;449;115
2017-09-10;5;230;4;92;399;3;0;1959;433;101
2017-09-28;0;265;4;111;479;40;3;2179;492;171
2017-10-05;3;233;1;105;453;0;0;1888;473;106
2017-10-07;2;209;3;98;451;0;1;1981;447;114
2017-10-09;5;242;7;107;437;23;1;2118;534;141
2017-10-11;2;219;3;77;434;32;0;2077;497;139
2017-10-17;1;206;4;89;445;26;0;2003;451;135
2017-10-29;2;249;4;95;474;1;0;2005;445;130
2017-11-05;1;268;1;88;410;0;0;1978;409;102
2017-11-07;3;256;4;77;441;31;0;2074;453;150
2017-11-25;4;262;6;92;456;0;0;2049;493;126
2017-11-30;6;279;3;109;430;26;2;2214;512;157
2017-12-04;5;244;5;101;424;16;1;2253;551;172
2017-12-22;3;301;4;104;447;22;3;2344;532;174
2017-12-28;3;281;4;132;453;29;0;2565;566;184
2017-12-30;2;291;3;110;441;1;1;2472;564;145
2018-01-02;0;296;2;109;485;23;1;2548;561;178
2018-01-05;1;288;6;104;443;8;0;2262;490;124
2018-01-07;2;302;9;112;418;0;2;2246;438;102
2018-01-11;3;271;4;109;462;37;3;2341;514;149
2018-01-14;1;276;7;123;452;0;1;2241;481;90
2018-01-15;1;300;5;98;480;33;3;2520;552;163
2018-01-21;2;295;2;113;427;0;1;2249;412;104
2018-01-26;3;280;8;103;459;35;4;2331;414;131
2018-01-30;1;309;7;109;453;33;0;2403;423;131
2018-02-01;2;266;7;115;445;28;0;2381;424;142
2018-02-02;3;262;3;94;477;28;4;2345;437;165
2018-02-04;3;286;2;84;462;0;1;2310;416;109
2018-02-12;1;287;4;114;506;27;1;2568;484;143
2018-02-17;5;282;3;104;441;0;2;2384;478;120
2018-02-22;4;305;1;115;479;29;3;2406;479;135
2018-02-24;2;282;3;101;492;0;2;2354;452;93
2018-02-27;0;262;2;105;484;20;1;2371;414;141
2016-11-01;7;242;0;101;461;;0;1794;401;87
2016-11-02;2;210;5;106;438;35;2;1935;423;104
2016-11-03;1;219;2;87;459;25;1;1979;486;106
2016-11-05;2;239;1;96;433;0;1;1691;440;70
2016-11-10;2;254;1;101;478;33;2;2056;457;102
2016-11-11;3;252;1;103;476;26;0;2037;497;115
2016-11-17;6;240;6;95;457;23;0;2053;505;114
2016-11-19;4;228;0;101;449;0;1;1852;452;80
2016-11-20;0;255;3;105;460;0;1;1936;501;100
2016-11-25;1;262;7;101;468;19;0;2084;492;139
2016-11-29;3;299;4;105;468;33;1;2239;512;134
2016-12-07;3;261;2;99;486;32;1;2153;514;149
2016-12-09;7;289;5;108;510;33;2;2285;589;132
2016-12-12;3;270;6;100;505;33;1;2259;568;125
2016-12-24;4;314;6;120;517;2;1;2401;541;100
2017-01-01;0;295;3;110;621;34;0;2420;633;165
2017-01-04;2;326;9;118;512;31;1;2547;650;160
2017-01-07;2;319;4;114;463;0;2;2160;534;112
2017-01-16;1;310;6;124;466;23;0;2350;601;138
2017-01-18;3;287;4;103;433;30;0;1938;496;128
2017-01-19;2;280;3;100;432;22;1;2181;500;141
2017-01-22;2;294;4;113;469;0;1;2155;466;107
2017-01-23;4;289;6;117;493;33;2;2358;599;153
2017-01-26;0;284;5;106;481;12;0;2274;540;138
2017-02-02;0;272;11;86;456;13;0;2018;493;106
2017-02-05;3;269;4;100;455;0;2;1869;476;83
2017-02-09;2;229;4;92;408;24;1;1988;450;138
2017-02-21;2;245;4;86;434;28;1;2015;517;107
2017-02-23;1;239;7;98;445;23;2;2094;442;112
2017-02-26;0;224;3;94;448;0;1;1910;430;78
2017-03-01;0;240;3;89;450;21;1;1934;452;130
2017-03-04;2;249;7;104;457;0;0;1838;431;101
2017-03-06;3;251;4;94;448;26;2;2157;536;122
2017-03-08;0;254;4;100;447;33;2;2017;462;125
2017-03-14;4;243;2;78;436;24;1;1882;456;103
2017-03-15;0;239;3;104;413;22;0;2020;450;124
2017-03-22;2;235;3;85;392;25;1;1867;388;88
2017-03-29;3;256;2;80;449;34;0;2022;480;134
2017-04-04;0;242;5;83;436;35;2;2066;489;118
2017-04-07;3;254;4;110;375;21;1;1890;498;147
2017-04-09;4;243;4;91;460;0;0;1916;435;89
2017-04-10;6;241;5;78;426;26;0;2012;510;147
2017-04-22;3;228;5;90;423;0;0;1963;458;119
2017-04-25;4;250;1;95;365;0;3;1705;385;118
2017-05-16;4;256;1;91;435;32;0;2074;467;154
2017-05-20;3;246;3;96;477;0;1;2021;455;115
2017-05-24;2;238;5;71;435;42;1;2047;485;122
2017-05-26;4;207;1;85;397;20;1;2005;458;151
2017-05-30;4;238;1;89;414;36;0;1980;499;127
2017-06-22;2;232;7;93;460;35;0;2174;504;153
2017-06-23;4;243;4;96;473;31;0;2108;480;159
2017-06-29;2;205;5;82;416;37;0;1750;409;124
2017-07-07;0;233;2;89;400;32;1;1948;439;93
