Período;Nº de acionamentos do Serviço de Helicópteros de Emergência Médica (SHEM);Nº de acionamentos das Viaturas Médica de Emergência e Reanimação (VMER);Nº de acionamentos de Ambulâncias de Transporte Inter-Hospitalar Pediátrico (TIP);Nº de acionamentos das Ambulâncias de Suporte Imediato de Vida (SIV);Nº de acionamentos das Ambulâncias de Emergência Médica (AEM);Nº de acionamentos dos Motociclos de Emergência Médica (MEM);Nº de acionamentos das Unidade Móvel de Intervenção Psicológica de Emergência (UMIPE);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos de Emergência Médica (PEM);Nº de acionamentos das Ambulâncias de Socorro sedeadas em Postos Reserva (RES);Nº de acionamentos das Ambulâncias sedeadas em Postos Não INEM (NINEM)
2021-11-27;3;236;3;106;357;0;3;2518;243;121
2021-12-04;1;268;3;106;324;0;3;2620;275;124
2021-12-16;3;256;5;97;365;21;3;2600;272;131
2021-12-24;3;259;1;122;308;5;7;2491;233;118
2021-12-28;1;244;5;99;321;19;5;2569;281;126
2021-12-31;2;238;2;106;304;2;2;2351;256;115
2022-01-01;2;279;0;103;302;0;6;2674;283;125
2022-01-02;0;242;3;103;314;0;4;2549;248;108
2022-01-03;0;222;6;99;338;12;3;2803;263;126
2022-01-04;3;218;2;100;324;20;5;2409;219;123
2022-01-05;2;207;5;83;317;20;2;2453;246;109
2022-01-08;3;250;3;109;306;0;2;2454;216;96
2022-01-25;1;244;1;110;379;15;3;2822;229;162
2022-01-27;3;234;4;99;359;11;2;2824;254;134
2022-01-29;3;267;3;106;336;1;5;2647;254;95
2022-02-03;2;237;4;95;373;16;4;2746;260;136
2022-02-09;2;244;4;93;389;20;3;2739;244;102
2022-02-16;3;204;5;89;377;21;6;2552;232;123
2022-02-27;3;255;1;101;333;0;4;2443;235;118
2022-03-02;2;210;4;86;354;34;3;2626;227;108
2022-03-05;3;235;3;103;329;0;3;2336;218;122
2022-03-06;4;242;0;90;340;0;7;2356;208;110
2022-03-08;2;226;4;81;353;27;7;2568;232;121
2022-03-13;2;243;2;87;356;0;6;2403;242;123
2022-03-14;2;240;3;112;382;19;4;2745;250;133
2022-03-19;1;253;2;98;363;0;2;2597;243;114
2022-03-20;1;235;1;96;339;0;8;2416;253;106
2022-04-03;3;236;2;106;351;0;3;2490;229;109
2022-04-05;3;223;3;96;305;19;2;2516;217;106
2022-04-10;0;238;2;87;308;1;4;2702;257;118
2022-04-19;3;264;3;99;312;15;4;2670;212;124
2022-04-20;5;215;4;107;361;12;2;2587;228;140
2022-05-20;4;214;7;95;273;20;2;2821;279;135
2022-05-21;5;217;1;106;285;0;3;2796;267;138
2022-05-23;2;254;5;106;350;25;3;2960;274;136
2022-05-27;10;293;5;107;388;19;3;3180;350;116
2022-05-28;4;256;1;103;326;0;8;3004;317;139
2022-06-13;6;260;1;122;337;9;7;3355;357;152
2022-06-16;5;223;1;102;272;0;4;2503;235;129
2022-06-18;1;213;2;89;298;0;3;2579;241;125
2022-06-23;1;191;3;87;268;14;3;2555;259;116
2022-07-03;5;241;3;117;298;0;3;2838;272;122
2022-07-04;5;255;1;97;331;13;4;3060;282;151
2022-07-06;2;232;0;94;303;25;9;2746;282;120
2022-07-15;2;281;3;131;315;14;6;3204;367;128
2022-07-17;4;276;1;110;316;4;3;2944;303;128
2022-07-21;6;236;0;103;332;12;5;2848;286;110
2022-07-28;3;249;5;98;335;28;2;2706;288;103
2022-08-01;3;271;3;101;346;37;4;3118;302;114
2022-08-15;6;225;3;123;279;5;7;2772;246;97
2022-08-17;1;219;3;109;306;18;4;2561;240;92
2022-08-25;5;237;3;93;314;27;7;2664;248;98
2022-08-26;5;247;2;110;339;14;8;2798;274;119
2022-09-03;2;226;5;84;284;1;4;2589;223;164
2022-09-21;5;235;10;104;347;20;3;2875;254;131
2022-09-28;1;220;2;88;322;31;5;2596;237;134
2022-09-29;3;217;3;91;361;25;6;2593;227;113
2022-10-19;0;221;4;102;287;8;4;2684;213;146
2022-10-25;1;230;6;90;302;41;5;2812;277;132
2022-10-29;2;239;3;102;307;4;1;2656;260;152
2022-10-30;3;253;3;104;282;0;4;2738;279;157
2022-11-14;2;240;1;102;278;21;1;2973;284;136
2022-11-17;5;217;3;94;286;18;3;2981;291;134
2022-11-19;2;262;5;91;284;0;0;2670;267;156
2022-11-21;1;255;7;104;297;24;2;3021;283;161
2022-11-26;6;257;7;115;294;0;3;2843;256;141
2022-11-28;2;266;3;109;310;21;5;2958;257;160
2022-12-06;4;290;5;111;269;27;2;3013;274;177
2022-12-08;1;262;9;115;291;0;3;2713;233;143
2022-12-09;1;254;5;108;257;25;1;3093;308;162
2022-12-15;1;263;4;114;291;14;2;2998;248;147
2022-12-17;4;271;6;107;315;0;4;2918;278;164
2022-12-19;2;257;4;120;302;20;3;2893;255;151
2022-12-23;3;226;5;107;284;17;6;2790;267;156
2022-12-30;3;253;2;94;272;34;4;2810;250;145
2022-12-31;4;251;4;115;294;2;6;2509;200;139
2023-01-05;1;271;6;105;347;32;6;2967;251;142
2023-01-09;4;262;1;114;363;23;4;3251;276;146
2023-01-14;3;234;0;94;303;0;4;2515;206;124
2023-01-29;5;244;3;103;321;0;5;2755;233;130
2023-02-01;5;252;2;103;322;40;5;3020;229;133
2023-02-02;6;254;4;98;338;18;3;3029;236;129
2023-02-10;6;288;8;103;343;27;4;2940;235;158
2023-02-11;8;266;1;108;303;0;2;2689;225;143
2023-02-12;2;253;1;118;297;2;2;2652;188;124
2023-02-16;1;260;8;85;336;20;5;2969;230;176
2023-02-23;7;231;5;97;313;25;4;2661;191;152
2023-02-24;6;241;6;110;337;36;1;2695;236;158
2023-02-26;6;268;4;106;315;0;5;2722;243;122
2023-03-16;2;233;6;96;337;11;2;2819;220;154
2023-03-17;3;220;4;91;262;18;1;2700;204;143
2023-03-24;3;244;3;103;360;27;4;2737;245;124
2023-03-25;3;274;2;93;332;0;1;2613;206;129
2023-04-02;5;214;1;85;212;0;4;2620;151;139
2023-04-08;6;264;5;110;252;0;9;2715;208;145
2023-04-10;4;250;3;88;251;39;1;2848;213;156
2023-04-15;5;241;0;103;239;0;2;2664;233;162
2023-04-16;2;250;1;105;267;1;6;2701;213;152
2023-04-17;5;252;2;115;283;25;3;3122;257;146
2023-04-27;6;253;3;103;270;25;4;2914;226;178
2023-05-08;3;266;6;113;332;32;2;2940;218;163
2023-05-10;1;222;2;88;313;15;4;2618;217;164
2023-05-16;3;236;3;93;333;24;3;2848;207;162
2023-05-17;5;218;2;102;314;25;7;2862;206;155
2023-05-18;3;235;1;96;293;28;2;2813;206;170
2023-05-21;2;230;4;81;259;6;3;2558;224;163
2023-05-28;2;251;5;84;274;8;3;2612;206;152
2023-05-31;1;246;5;106;331;28;4;2903;207;181
2023-06-01;3;248;3;89;268;34;7;2930;197;166
2023-06-02;4;246;2;107;250;18;7;2901;213;175
2023-06-10;6;236;0;95;236;2;3;2715;213;174
2023-06-13;3;235;3;82;281;18;2;2725;198;117
2023-06-15;2;246;10;93;304;29;2;2842;196;152
2023-06-16;3;262;3;109;284;34;9;2891;239;183
2023-06-22;6;200;3;80;280;28;5;2750;196;174
2023-06-25;6;249;4;104;266;3;2;2856;232;171
2023-07-02;2;235;1;112;255;5;6;2962;242;135
2023-07-03;4;246;1;100;264;37;3;3041;233;145
2023-07-10;2;238;4;111;278;20;1;3059;225;143
2023-07-11;4;249;6;97;272;30;5;2828;227;143
2023-07-15;5;272;1;112;222;5;4;2726;228;169
2023-07-16;5;249;6;112;220;6;4;2716;223;149
2023-07-24;0;222;2;99;317;25;6;3001;281;101
2023-07-27;3;237;4;99;278;27;2;2761;290;111
2023-07-31;3;262;5;111;293;43;3;3039;311;140
2023-08-04;7;245;4;96;286;49;5;2949;309;154
2023-08-15;9;223;1;108;234;8;3;2854;286;73
2023-08-17;8;218;1;79;263;24;5;2966;285;100
2023-08-19;3;264;7;109;238;5;6;3101;295;88
2023-08-26;6;222;5;111;228;5;2;2864;312;71
2023-08-29;4;204;5;92;288;22;3;2823;285;62
2023-08-31;4;221;2;101;246;21;4;2763;287;69
2023-09-04;3;242;3;106;265;25;3;2873;297;87
2023-09-09;5;244;4;87;235;5;4;2786;290;103
2023-09-10;5;224;3;104;220;5;3;2709;254;108
2023-09-13;4;261;2;114;284;32;3;2904;292;92
2023-09-16;1;249;1;90;219;2;3;2592;274;104
2023-09-17;4;224;1;85;196;3;2;2545;237;122
2023-09-26;3;250;4;96;284;32;2;2859;306;75
2023-09-28;1;264;2;100;282;29;9;2980;269;126
2023-10-06;5;252;4;110;239;24;8;2894;366;81
2023-10-09;4;221;2;99;250;22;4;3167;339;122
2023-10-13;2;250;3;88;310;15;4;2822;266;147
2023-10-24;0;239;6;73;254;19;6;2746;273;96
2023-11-05;4;235;3;87;228;0;4;2445;233;120
2023-11-09;5;245;2;93;295;39;5;2929;284;129
2023-11-14;0;239;3;81;297;22;6;2864;301;134
2023-11-17;2;265;4;105;310;25;2;2995;333;126
2023-11-20;2;244;8;99;282;33;4;2845;252;141
2023-11-22;4;214;8;103;271;26;3;2756;259;145
2023-12-09;2;277;6;126;249;0;4;3097;301;136
2023-12-17;5;285;6;103;267;0;1;2957;297;156
2023-12-19;4;250;5;99;312;18;4;3088;339;138
2023-12-23;3;306;6;116;263;0;5;3183;380;121
2023-12-26;1;331;3;130;277;16;4;3614;402;150
2023-12-28;4;297;8;105;288;27;4;3217;377;136
2024-01-06;5;276;3;110;249;0;4;2791;296;132
2024-01-12;4;256;4;112;299;27;3;2846;367;104
2024-01-17;0;273;7;116;295;19;6;2891;356;114
2024-01-22;3;276;4;120;289;19;8;2870;396;115
2024-01-24;1;277;6;97;320;24;0;2826;341;108
2024-01-30;4;263;3;101;301;20;6;2610;300;112
2024-01-31;2;230;3;105;277;13;4;2565;311;113
2024-02-05;1;242;8;109;300;12;5;2683;332;146
2024-02-06;4;253;4;79;313;16;3;2611;261;129
2024-02-09;3;243;5;95;293;30;1;2749;296;143
2024-02-10;2;264;2;99;260;0;8;2575;306;75
2024-02-11;0;227;3;80;240;0;4;2472;263;140
2024-02-12;4;270;2;100;290;11;8;2840;320;137
2024-03-03;1;256;4;94;212;0;3;2599;300;135
2024-03-06;6;247;3;93;278;27;3;2877;379;138
2024-03-07;1;251;2;98;269;19;4;2618;374;135
2024-03-13;1;287;4;121;277;27;4;2979;447;139
2024-03-19;0;242;6;95;282;8;5;2775;404;134
2024-03-21;3;224;4;82;262;19;3;2689;389;110
2024-03-24;3;247;1;101;247;1;5;2730;361;134
2024-03-26;3;247;4;97;260;9;2;2449;379;137
2024-03-27;1;208;5;83;268;8;4;2473;354;121
2024-03-28;0;249;5;87;237;6;2;2543;400;113
2024-04-01;2;251;4;95;228;10;1;2774;396;154
2024-04-05;5;255;2;110;246;25;6;2800;351;154
2024-04-10;2;257;5;102;296;18;5;2841;368;129
2024-04-20;4;221;1;96;237;2;1;2654;320;138
2024-05-04;1;225;1;120;243;3;3;2663;286;143
2024-05-05;2;243;2;117;223;1;0;2680;263;139
2024-05-10;3;253;7;116;256;29;3;3166;362;156
2024-05-11;2;282;3;89;215;1;1;2815;316;138
2024-05-22;2;250;3;107;257;19;3;2796;253;172
2024-06-06;2;227;3;95;232;32;1;2937;299;127
2024-06-08;4;224;4;121;207;13;2;2736;262;142
2024-06-19;3;215;6;97;247;25;1;2702;284;140
2024-07-02;4;236;4;95;278;31;9;2905;304;134
2024-07-14;1;219;1;98;223;5;6;2696;265;129
2024-07-18;1;225;1;84;247;37;1;2824;271;139
2024-07-29;3;275;2;111;313;25;6;3076;324;106
2024-07-30;5;241;9;99;296;28;3;2900;334;110
2024-08-02;6;231;5;111;214;25;5;2689;274;118
2024-08-12;2;259;2;110;247;37;5;3000;282;103
2024-08-15;6;244;1;109;191;8;5;2737;241;114
2024-08-21;2;229;4;96;251;20;2;2752;247;117
2024-08-22;2;216;2;93;229;29;3;2631;260;114
2024-08-25;9;219;3;83;205;9;5;2630;232;117
2024-08-28;6;217;13;104;218;30;5;2682;262;113
2024-09-01;5;241;1;93;214;3;3;2620;236;119
2024-09-02;4;256;6;103;230;32;4;2769;237;127
2024-09-05;2;228;3;108;237;32;2;2736;246;130
2024-09-09;3;229;0;95;245;35;8;2899;265;143
2024-09-11;4;230;6;78;229;45;3;2736;237;118
2024-09-15;1;246;1;102;209;2;7;2673;217;140
2024-09-22;0;234;3;104;211;3;4;2571;251;135
2024-09-23;4;213;1;88;249;25;4;2930;288;110
2024-09-26;1;212;5;88;243;30;4;2722;237;123
2024-09-29;3;242;4;93;230;3;2;2644;316;130
2024-10-01;3;230;1;85;274;29;5;2701;273;124
2024-10-11;1;238;5;97;264;20;5;2879;287;129
2024-10-12;1;262;2;89;215;2;7;2781;294;114
2024-10-23;1;233;2;90;272;23;4;2710;294;113
2024-10-26;3;191;0;82;233;0;1;2635;232;129
2024-10-27;2;225;1;76;251;0;3;2672;242;134
2024-11-02;7;221;4;115;180;0;1;2592;259;142
2024-11-03;4;240;2;116;195;0;5;2649;284;118
2024-11-05;1;270;11;99;212;15;2;2880;285;146
2024-11-08;2;243;6;117;217;28;4;2998;295;170
2024-11-11;2;275;3;113;229;25;5;3177;293;123
2024-11-12;2;253;5;98;228;30;4;2871;260;131
2024-11-13;3;214;7;88;235;15;2;2645;229;126
2024-11-18;4;259;1;102;280;24;3;3135;272;128
2024-11-20;2;249;6;89;276;21;7;2861;238;125
2024-11-21;2;234;5;106;303;29;2;2857;281;127
2024-11-23;3;253;5;111;224;0;1;2853;269;138
2024-11-25;0;278;1;99;261;28;6;2995;281;134
2024-11-29;2;250;4;99;285;22;7;2989;291;144
2024-12-03;3;262;6;111;241;30;6;2889;289;139
2024-12-04;2;258;10;81;241;23;5;2820;273;133
2024-12-05;3;249;2;99;273;26;5;2920;276;150
2024-12-12;2;265;4;109;254;23;3;3114;292;137
2024-12-13;5;245;4;98;250;27;6;3063;290;147
2024-12-23;3;274;8;106;248;30;5;2983;310;161
2024-12-24;4;279;5;128;198;16;5;2859;276;122
2024-12-25;1;297;3;140;186;0;3;2993;281;104
2024-12-26;1;282;3;113;231;19;2;3238;309;139
2024-12-29;4;276;4;131;248;4;2;2996;288;103
2025-01-01;3;291;5;147;231;1;6;3311;343;124
2025-01-07;2;282;8;109;292;20;1;3106;450;0
2025-01-08;0;297;2;118;284;18;4;3129;431;0
2025-01-15;2;299;4;113;314;29;4;2925;419;2
2025-01-23;1;276;7;114;289;20;8;3250;430;0
2025-02-06;0;273;3;97;284;24;6;3106;429;0
2025-02-08;3;286;0;111;245;0;9;2969;418;1
2025-02-12;5;274;6;97;267;37;8;3190;411;1
2025-02-15;6;274;6;108;260;0;10;2930;371;0
2025-02-17;6;292;3;126;299;29;6;3412;464;4
2025-02-18;4;268;3;100;256;18;5;3085;381;1
2025-02-19;2;267;6;109;306;21;2;3335;439;1
2025-02-25;1;263;5;101;301;28;5;3202;456;0
2025-02-27;0;269;2;84;283;12;3;2996;375;0
2025-03-02;3;271;4;108;222;0;9;2811;383;0
2025-03-20;5;270;4;103;274;13;4;2968;385;1
2025-03-21;1;251;3;109;273;10;3;2979;431;1
2025-03-30;5;241;5;113;240;0;5;2912;373;0
2018-03-14;0;262;7;94;471;9;3;2225;416;124
2018-03-16;3;274;4;118;412;23;4;2300;458;127
2018-03-17;0;254;3;114;433;0;3;2068;453;109
2018-03-24;4;235;1;97;405;0;3;2012;383;100
2018-04-02;4;306;6;108;420;19;3;2184;424;109
2018-04-03;6;237;2;98;421;20;1;2103;421;131
2018-04-04;6;251;3;83;417;22;4;2026;418;98
2018-04-10;2;266;1;103;402;7;2;2155;396;109
2018-04-14;2;273;7;110;409;0;3;2253;441;107
2018-04-21;3;251;4;84;406;0;3;2144;370;96
2018-05-01;2;213;3;79;403;0;2;1959;346;101
2018-05-12;6;228;3;83;362;0;3;1927;376;104
2018-05-20;3;250;8;98;420;0;4;2141;394;101
2018-06-04;3;221;0;85;408;29;5;2244;361;122
2018-06-09;2;254;3;108;394;1;1;2111;341;124
2018-06-17;3;264;0;83;419;5;1;2310;410;136
2018-06-22;3;260;4;86;416;24;2;2315;452;164
2018-06-25;5;231;4;108;409;27;1;2371;423;139
2018-06-30;5;252;1;93;402;1;4;2116;395;117
2018-07-05;4;220;7;71;394;29;2;2135;382;94
2018-07-08;1;240;1;95;392;4;0;2263;423;106
2018-07-13;6;248;4;97;429;22;2;2339;402;146
2018-07-14;4;228;2;92;334;0;3;2339;383;109
2018-07-16;4;273;3;107;430;26;3;2324;432;105
2018-07-17;5;253;5;88;416;23;2;2183;411;103
2018-07-18;3;233;6;98;365;21;6;2106;394;98
2018-07-25;2;231;1;90;392;27;2;2143;375;112
2018-07-28;4;266;3;103;394;5;4;2314;367;94
2018-08-08;5;248;6;115;405;32;0;2522;437;114
2018-08-10;7;232;2;96;412;22;3;2444;405;108
2018-08-12;8;236;3;127;362;1;3;2322;407;93
2018-08-14;6;247;5;120;371;28;2;2369;397;89
2018-08-18;9;255;7;86;354;3;4;2354;402;99
2018-08-19;1;243;1;87;374;1;1;2418;397;114
2018-08-26;4;242;4;92;374;0;0;2333;390;99
2018-09-13;6;226;5;92;381;38;0;2252;373;150
2018-09-14;1;222;0;93;411;30;2;2346;373;167
2018-09-16;2;216;2;96;337;3;1;2171;385;123
2018-09-24;7;268;7;87;426;23;2;2541;429;138
2018-10-05;4;246;2;83;400;0;7;2209;344;107
2018-10-09;3;255;5;78;409;26;1;2215;376;144
2018-10-12;3;263;4;98;418;25;2;2329;369;130
2018-10-15;3;284;4;108;441;7;2;2536;418;140
2018-10-16;2;260;8;96;419;24;1;2353;395;123
2018-10-22;4;278;6;104;420;33;0;2415;431;126
2018-10-25;3;233;3;89;412;23;3;2239;361;137
2018-11-01;3;245;3;103;413;0;3;2342;351;127
2018-11-03;3;273;2;98;357;0;0;2148;387;98
2018-11-06;1;234;4;88;399;23;3;2184;406;125
2018-11-09;9;264;4;85;427;26;0;2460;398;135
2018-11-12;5;236;2;85;371;25;1;2053;312;112
2018-11-23;1;247;2;100;407;26;2;2358;372;137
2018-12-10;2;252;5;97;411;27;2;2469;396;177
2018-12-12;2;242;5;103;413;18;0;2322;371;123
2018-12-17;0;274;6;96;402;24;3;2301;429;143
2018-12-21;3;255;8;103;428;17;3;2473;383;126
2018-12-24;2;270;4;103;384;11;2;2319;382;94
2018-12-28;2;300;4;110;388;18;1;2615;414;148
2018-12-29;4;264;4;98;393;0;1;2382;379;108
2019-01-01;5;343;4;136;530;0;0;3045;503;179
2019-01-04;4;311;3;91;427;23;4;2541;388;133
2019-01-08;1;254;8;94;418;28;1;2500;357;135
2019-01-10;4;289;5;85;453;31;3;2552;407;146
2019-01-15;1;310;8;114;431;34;2;2732;460;129
2019-01-31;0;306;4;108;408;16;2;2644;413;119
2019-02-04;1;284;6;128;430;24;1;2720;484;127
2019-02-06;4;306;8;113;434;32;1;2647;369;140
2019-02-10;1;298;3;95;398;0;0;2535;375;109
2019-02-12;2;280;2;89;433;27;2;2580;410;135
2019-02-14;3;330;8;131;405;25;2;2708;423;125
2019-02-15;1;278;5;96;373;25;2;2511;401;137
2019-02-22;3;264;2;101;414;33;4;2516;389;127
2019-02-25;5;282;9;107;423;26;0;2540;428;142
2019-03-08;4;292;4;109;372;20;3;2471;337;130
2019-03-17;4;260;4;96;322;0;1;2084;328;94
2019-03-18;4;281;6;104;444;29;0;2418;415;127
2019-03-24;2;260;5;102;399;0;0;2231;391;110
2019-03-29;4;260;4;107;416;47;2;2397;360;128
2019-04-04;2;240;7;95;388;24;1;2278;317;145
2019-04-11;1;269;3;98;388;23;1;2301;400;124
2019-04-14;2;262;6;93;371;0;1;2308;344;96
2019-04-17;0;211;8;89;374;18;0;2148;326;96
2019-04-20;5;283;3;109;357;0;1;2352;373;97
2019-04-24;0;261;2;76;363;12;0;2064;333;85
2019-05-03;2;268;7;97;417;25;1;2503;416;108
2019-05-04;3;263;3;107;348;0;2;2263;357;75
2019-05-06;5;279;6;90;407;23;1;2298;378;122
2019-05-09;3;240;6;109;411;11;0;2221;349;99
2019-05-17;3;257;3;98;393;28;0;2333;346;118
2019-05-30;3;265;5;109;431;30;0;2465;378;125
2019-06-02;2;235;4;100;300;2;1;2197;329;117
2019-06-05;4;249;7;80;386;18;0;2294;300;158
2019-06-08;5;250;3;95;306;1;2;2294;336;102
2019-06-13;2;232;6;96;354;8;1;2169;361;104
2019-06-20;4;203;6;71;322;1;2;2151;285;120
2019-07-14;2;266;3;96;341;1;1;2346;347;105
2019-07-17;1;263;5;104;353;21;2;2253;338;111
2019-07-25;4;315;3;99;385;42;4;2546;327;117
2019-07-27;5;252;0;95;347;3;0;2401;333;113
2019-07-30;3;242;3;91;352;31;6;2236;362;100
2019-08-07;4;247;4;93;366;28;1;2461;318;108
2019-08-13;5;264;4;105;325;15;3;2434;357;113
2019-08-14;4;235;2;104;354;17;0;2387;339;105
2019-08-18;3;284;4;94;333;0;2;2390;341;102
2019-08-24;4;260;4;109;363;0;1;2402;374;89
2019-09-04;5;265;3;101;380;25;2;2394;362;103
2019-09-06;3;279;4;110;362;19;1;2311;330;103
2019-09-08;4;275;3;112;345;2;1;2377;325;92
2019-09-09;3;243;3;87;326;18;1;2452;317;101
2019-09-10;1;268;2;83;358;28;0;2187;311;90
2019-09-11;2;241;4;98;357;31;0;2419;333;111
2019-09-13;6;271;3;117;361;24;0;2511;353;120
2019-09-15;2;260;3;117;387;0;2;2304;343;116
2019-09-16;1;269;3;111;386;20;1;2524;322;125
2019-09-19;4;221;1;104;393;23;1;2430;344;111
2019-09-20;2;302;7;104;411;26;4;2544;346;113
2019-09-22;3;263;2;100;351;2;1;2186;316;110
2019-09-29;1;242;4;85;381;1;1;2226;311;98
2019-09-30;0;266;2;80;415;22;2;2632;383;126
2019-10-03;6;287;7;111;456;46;3;2456;332;117
2019-11-03;0;269;4;86;399;0;2;2233;327;99
2019-11-04;0;284;2;88;382;18;3;2526;374;125
2019-11-10;2;292;4;107;336;0;0;2265;295;101
2019-11-14;3;283;5;100;389;18;2;2316;319;115
2019-11-15;2;283;1;100;426;32;2;2488;382;103
2019-11-18;3;290;2;118;415;28;2;2785;412;108
2019-12-06;4;277;3;110;384;15;0;2621;349;132
2019-12-11;4;276;2;97;436;15;2;2536;339;149
2019-12-13;1;278;6;98;396;10;2;2672;382;134
2019-12-21;2;308;3;111;403;0;4;2611;361;94
2020-01-03;2;307;7;110;384;28;5;2656;375;126
2020-01-13;2;301;6;98;417;26;0;2671;381;130
2020-01-15;1;296;2;118;439;26;3;2693;372;148
2020-01-23;0;267;6;105;377;22;1;2611;360;115
2020-01-26;1;298;7;122;365;0;1;2496;382;108
2020-01-31;0;301;4;116;393;19;2;2588;380;132
2020-02-01;2;305;2;94;381;0;2;2456;376;121
2020-02-05;1;260;6;87;394;22;2;2462;369;119
2020-02-10;2;293;6;92;405;20;5;2623;390;114
2020-02-11;0;285;2;107;395;28;2;2540;375;98
2020-02-13;2;299;8;115;395;24;2;2512;354;122
2020-02-23;7;303;1;105;340;0;3;2488;367;112
2020-02-24;1;281;3;101;369;19;3;2445;348;130
2020-02-25;2;284;2;92;342;13;2;2204;328;111
2020-03-02;2;273;7;97;403;27;5;2514;348;101
2020-03-03;1;256;4;91;395;20;3;2336;348;90
2020-03-09;6;277;4;104;378;24;1;2494;392;133
2020-03-26;0;212;3;72;287;13;0;1680;232;66
2020-03-28;3;212;5;65;269;0;0;1632;233;85
2020-04-09;1;197;2;82;287;4;0;925;220;70
2020-04-16;0;173;3;64;279;3;0;891;222;78
2020-04-25;2;194;1;72;297;0;0;977;245;67
2020-04-27;1;148;6;64;303;13;0;980;257;87
2020-05-03;1;183;3;56;287;0;0;1758;236;63
2020-05-08;3;204;3;64;302;16;0;1866;256;92
2020-05-12;0;188;4;52;302;8;0;1791;230;100
2020-05-22;3;182;5;57;342;21;2;1948;257;83
2020-05-23;2;190;1;69;323;0;2;2052;278;85
2020-05-27;1;196;1;67;317;12;0;2219;259;98
2020-05-28;2;187;1;65;348;14;2;2119;276;90
2020-05-29;2;201;2;74;374;19;0;2232;319;109
2020-05-31;2;212;1;90;332;0;1;2051;270;89
2020-06-01;2;214;1;79;323;13;0;2208;253;121
2020-06-04;8;186;0;66;296;10;3;1891;201;93
2020-06-13;2;164;4;51;289;0;2;1838;189;99
2020-06-17;4;205;8;79;299;12;3;1922;254;108
2020-06-24;3;206;1;69;288;12;3;2063;225;124
2020-06-27;1;197;4;79;288;0;2;1921;240;88
2020-07-02;4;209;3;84;305;13;4;1934;214;101
2020-07-06;4;248;2;82;336;18;6;2390;279;89
2020-07-09;2;223;3;75;330;8;5;2157;242;95
2020-07-10;2;255;3;82;351;7;2;2278;242;96
2020-07-15;4;239;6;94;340;8;1;2322;256;102
2020-07-21;3;227;3;91;373;18;0;2502;286;111
2020-07-22;6;213;4;95;364;8;3;2419;286;111
2020-07-23;1;221;4;86;357;12;2;2331;303;125
2020-07-25;7;213;4;79;296;1;5;2270;254;104
2020-08-07;5;248;4;102;323;8;3;2294;252;115
2020-08-13;4;220;3;93;330;7;8;2215;253;110
2020-08-14;5;215;1;88;332;12;2;2246;237;106
2020-08-15;2;201;1;85;311;4;4;2264;217;89
2020-08-22;5;232;1;83;341;0;4;2252;239;107
2020-09-07;3;235;3;86;341;1;3;2354;300;99
2020-09-10;7;227;4;75;377;13;5;2357;304;114
2020-09-11;6;221;1;82;331;18;5;2427;279;111
2020-09-14;1;225;0;84;356;15;6;2564;266;111
2020-09-15;4;206;2;78;363;17;3;2249;228;106
2020-09-18;6;224;5;84;355;10;6;2264;264;90
2020-09-22;4;215;3;69;379;10;7;2214;254;129
2020-09-23;1;187;4;86;321;24;3;2228;278;88
2020-09-26;2;192;2;77;307;0;2;2028;265;88
2020-09-30;3;214;3;89;332;15;2;2174;269;105
2020-10-02;3;203;1;89;316;15;6;2185;238;124
2020-10-03;2;254;0;80;289;0;4;2140;254;105
2020-10-04;4;234;2;88;272;0;1;2182;222;88
2020-10-12;3;207;2;89;356;30;4;2352;269;95
2020-10-13;3;223;4;82;311;18;7;2189;256;101
2020-10-15;4;211;2;73;338;23;1;2121;270;111
2020-10-16;3;227;2;89;355;21;6;2356;250;121
2020-10-17;5;221;2;84;297;0;2;2166;253;114
2020-10-19;1;223;2;86;380;5;3;2277;248;101
2020-10-21;1;214;1;72;330;12;3;2379;284;114
2020-10-30;3;238;1;83;362;18;9;2522;283;111
2020-11-05;1;228;3;77;332;8;5;2129;245;104
2020-11-06;2;225;3;84;324;2;5;2226;267;129
2020-11-07;4;205;2;73;318;0;4;2067;228;98
2020-11-13;1;216;3;73;336;8;5;2458;268;108
2020-11-15;1;230;0;59;285;0;3;2149;216;102
2020-11-23;2;225;3;87;342;12;4;2504;292;125
2020-11-28;4;219;1;86;300;0;4;2126;244;101
2020-12-06;1;239;1;94;283;0;2;2189;211;118
2020-12-17;1;255;3;102;368;14;5;2503;274;136
2020-12-20;2;240;2;82;303;0;2;2165;211;114
2020-12-21;3;245;2;90;376;17;2;2611;270;136
2020-12-22;2;231;4;83;357;17;1;2392;260;140
2020-12-25;2;265;3;76;290;0;2;2271;210;101
2020-12-29;2;229;1;88;342;7;4;2412;242;105
2021-01-08;2;294;2;112;405;27;7;2783;347;134
2021-01-09;3;271;5;108;392;0;1;2563;273;95
2021-01-12;3;294;0;113;372;22;2;2865;316;150
2021-01-13;2;288;2;100;387;29;4;2895;321;169
2021-01-20;3;263;2;106;324;18;5;2509;254;121
2021-01-23;1;265;3;83;308;0;5;2234;235;121
2021-01-24;2;288;3;80;307;0;4;2311;248;121
2021-02-02;0;194;2;70;309;7;1;2024;215;115
2021-02-05;2;230;3;72;304;13;2;2018;184;131
